px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
0.350066	13.9656	5.19365	4.23844	0.405544	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	0
0.117885	13.4943	5.25258	4.29264	0.436935	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	0.938105
0.117885	13.4943	5.25258	4.29264	0.436935	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	0
-0.159873	13.0507	5.21158	4.29551	0.38004	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	1.31452
-0.159873	13.0507	5.21158	4.29551	0.38004	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	0
-0.490186	12.5814	5.21838	4.27547	0.302092	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	2.28328
-0.490186	12.5814	5.21838	4.27547	0.302092	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0
-0.804207	12.1573	5.22657	4.26169	0.253163	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	2.18403
-0.804207	12.1573	5.22657	4.26169	0.253163	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0
-1.10421	11.6849	5.27404	4.26184	0.228592	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	0.343126
-1.10421	11.6849	5.27404	4.26184	0.228592	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	0
-1.24549	11.2146	5.15645	4.28457	0.195826	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	3.35428
-1.24549	11.2146	5.15645	4.28457	0.195826	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	0
